Location,Date,Division,Grade,Paper_Cost,Pounds,Tons,Units,Check_Num,Receipt,Invoice,Notes,Filename
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,2615.19,42300,21.15,0,200025,148642,AU03189748,,
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,2346.87,37960,18.98,0,200025,148645,AU03189751,,
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,2314.73,37440,18.72,0,200025,148653,2792626,,
Fort Gillem,2018-03-12,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-26.02,0,0.0,0,200025,148653,2792626,,
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,2209.63,35740,17.87,0,200025,148657,2792641,,
Fort Gillem,2018-03-12,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-43.29,0,0.0,0,200025,148657,2792641,,
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,2225.7,36000,18.0,0,200025,148658,2792642,,
Fort Gillem,2018-03-12,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-40.65,0,0.0,0,200025,148658,2792642,,
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,2282.58,36920,18.46,0,200025,148807,2792637,,
Fort Gillem,2018-03-12,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-31.3,0,0.0,0,200025,148807,2792637,,
Fort Gillem,2018-03-12,11,[ 11 ]  OCC,112.35,6420,3.21,22,200025,300109521,,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,2372.84,38380,19.19,0,200025,148629,2783079,,
Fort Gillem,2018-03-13,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-16.57,0,0.0,0,200025,148629,2783079,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,2247.95,36360,18.18,0,200025,148643,AU03189749,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,2278.86,36860,18.43,0,200025,148644,AU03189750,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,2358.0,38140,19.07,0,200025,148646,AU03189752,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,2157.69,34900,17.45,0,200025,148647,AU03189753,,
Fort Gillem,2018-03-13,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-19.69,0,0.0,0,200025,148647,AU03189753,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,2339.46,37840,18.92,0,200025,148655,2792630,,
Fort Gillem,2018-03-13,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-21.95,0,0.0,0,200025,148655,2792630,,
Fort Gillem,2018-03-13,11,[ 11 ]  OCC,242.9,13880,6.94,22,200025,300109522,,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2011.78,32540,16.27,0,200025,148611,AU03189604,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-32.67,0,0.0,0,200025,148611,AU03189604,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2281.34,36900,18.45,0,200025,148648,AU03189755,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2361.72,38200,19.1,0,200025,148654,2792628,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-18.09,0,0.0,0,200025,148654,2792628,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2218.28,35880,17.94,0,200025,148656,2792631,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-41.87,0,0.0,0,200025,148656,2792631,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,1905.44,30820,15.41,0,200025,148659,AU03180044,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-42.97,0,0.0,0,200025,148659,AU03180044,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2239.3,36220,18.11,0,200025,148789,AU03189744,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2245.48,36320,18.16,0,200025,148791,AU03189756,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2217.04,35860,17.93,0,200025,148800,2792627,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-42.07,0,0.0,0,200025,148800,2792627,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2102.05,34000,17.0,0,200025,148806,2792636,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-60.98,0,0.0,0,200025,148806,2792636,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2157.69,34900,17.45,0,200025,148818,AU03180043,,
Fort Gillem,2018-03-14,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-18.55,0,0.0,0,200025,148818,AU03180043,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,2491.55,40300,20.15,0,200025,149138,AU03189758,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,254.1,14520,7.26,30,200025,300109932,,,
Fort Gillem,2018-03-14,11,[ 11 ]  OCC,227.67,13010,6.505,23,200025,300109933,,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2605.3,42140,21.07,0,200025,148792,AU03189757,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2052.59,33200,16.6,0,200025,148801,2792629,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-69.11,0,0.0,0,200025,148801,2792629,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2103.29,34020,17.01,0,200025,148803,2792633,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-60.77,0,0.0,0,200025,148803,2792633,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2383.97,38560,19.28,0,200025,148804,2792634,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-14.63,0,0.0,0,200025,148804,2792634,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,1877.0,30360,15.18,0,200025,148819,AU03180045,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-45.72,0,0.0,0,200025,148819,AU03180045,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2053.82,33220,16.61,0,200025,148820,AU03180046,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-28.6,0,0.0,0,200025,148820,AU03180046,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2036.51,32940,16.47,0,200025,148821,AU03180047,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-30.28,0,0.0,0,200025,148821,AU03180047,,
Fort Gillem,2018-03-15,11,[ 11 ]  OCC,2037.75,32960,16.48,0,200025,149148,2792650,,
Fort Gillem,2018-03-15,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-71.55,0,0.0,0,200025,149148,2792650,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,1996.94,32300,16.15,0,200025,148785,AU03189598,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-34.11,0,0.0,0,200025,148785,AU03189598,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2009.31,32500,16.25,0,200025,148790,AU03189754,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-34.95,0,0.0,0,200025,148790,AU03189754,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2226.94,36020,18.01,0,200025,148802,2792632,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-40.45,0,0.0,0,200025,148802,2792632,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2298.65,37180,18.59,0,200025,148805,2792635,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-28.66,0,0.0,0,200025,148805,2792635,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2296.18,37140,18.57,0,200025,148808,2792638,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-29.07,0,0.0,0,200025,148808,2792638,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2011.79,32540,16.27,0,200025,148809,2792639,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-75.82,0,0.0,0,200025,148809,2792639,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2270.21,36720,18.36,0,200025,148810,2792640,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-33.33,0,0.0,0,200025,148810,2792640,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2118.12,34260,17.13,0,200025,148811,2792643,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-58.34,0,0.0,0,200025,148811,2792643,,
Fort Gillem,2018-03-16,11,[ 11 ]  OCC,2062.48,33360,16.68,0,200025,148822,AU03180048,,
Fort Gillem,2018-03-16,11,[ 935 ]  FREIGHT OUT CHARGEBACK,-27.77,0,0.0,0,200025,148822,AU03180048,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1769.79,38060,19.03,48,208116,33499,CN05180452,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1759.56,37840,18.92,48,208116,33500,CN05180451,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1804.2,38800,19.4,48,208116,33501,CN05180450,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,52.6,10520,5.26,0,208116,33502,317008577,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1831.17,39380,19.69,48,208116,33507,6273205,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1868.37,40180,20.09,48,208116,33508,6273204,,
Cincinatti,2018-05-31,14,[ 11 ]  OLD CORRUGATED CONTAINERS,63.6,12720,6.36,0,208116,324026282,,,
Cincinatti,2018-05-31,14,[ 923 ]  PICKUP CHARGE,-250.0,0,0.0,0,208116,324026282,,,
Cincinatti,2018-05-17,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-42.75,0,0.0,0,208115,32981,CN05180232,,
Cincinatti,2018-05-17,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-32.25,0,0.0,0,208115,33044,6278466,,
Cincinatti,2018-05-17,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-36.9,0,0.0,0,208115,33071,6273146,,
Cincinatti,2018-05-18,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-35.4,0,0.0,0,208115,33049,CN05180233,,
Cincinatti,2018-05-18,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-40.35,0,0.0,0,208115,33122,CN05180228,,
Cincinatti,2018-05-21,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-30.45,0,0.0,0,208115,33452,6218481,,
Cincinatti,2018-05-22,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-41.4,0,0.0,0,208115,33156,6273166,,
Cincinatti,2018-05-23,14,[ 923 ]  PICKUP CHARGE,-250.0,0,0.0,0,208115,324026189,,,
Cincinatti,2018-05-24,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-44.85,0,0.0,0,208115,33449,6218488,,
Cincinatti,2018-05-24,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-32.85,0,0.0,0,208115,33506,6273179,,
Cincinatti,2018-05-25,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-41.25,0,0.0,0,208115,33488,CN05180330,,
Cincinatti,2018-05-26,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-30.6,0,0.0,0,208115,33447,6273172,,
Cincinatti,2018-05-29,14,[ 923 ]  PICKUP CHARGE,-250.0,0,0.0,0,208115,324026243,,,
Cincinatti,2018-05-30,14,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-33.3,0,0.0,0,208115,33439,6273163,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,64.6,12920,6.46,0,208115,33145,317008511,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,72.6,14520,7.26,0,208115,33289,317008516,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,33.3,6660,3.33,0,208115,33391,317008553,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,61.4,12280,6.14,0,208115,33125,317008484,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,43.3,8660,4.33,0,208115,33126,317008486,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,48.2,9640,4.82,0,208115,33127,317008479,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,24.7,4940,2.47,0,208115,33133,317008496,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,41.7,8340,4.17,0,208115,33134,317008490,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,49.7,9940,4.97,0,208115,33135,317008491,,
Cincinatti,2018-05-19,14,[ 11 ]  OLD CORRUGATED CONTAINERS,47.0,9400,4.7,0,208115,33136,317008498,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,50.1,10020,5.01,0,208115,33137,317008502,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,64.3,12860,6.43,0,208115,33138,317008500,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,39.6,7920,3.96,0,208115,33139,317008504,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,47.6,9520,4.76,0,208115,33144,317008510,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,50.0,10000,5.0,0,208115,33263,317008515,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,64.7,12940,6.47,0,208115,33287,317008518,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,40.0,8000,4.0,0,208115,33288,317008522,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,118.6,23720,11.86,0,208115,324026189,,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,70.5,14100,7.05,0,208115,33382,317008526,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,62.4,12480,6.24,0,208115,33383,317008528,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,70.8,14160,7.08,0,208115,33374,317008541,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,51.7,10340,5.17,0,208115,33376,317008536,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,53.4,10680,5.34,0,208115,33377,317008535,,
Cincinatti,2018-05-26,14,[ 11 ]  OLD CORRUGATED CONTAINERS,46.9,9380,4.69,0,208115,33375,317008542,,
Cincinatti,2018-05-28,14,[ 11 ]  OLD CORRUGATED CONTAINERS,42.5,8500,4.25,0,208115,33380,317008544,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,47.9,9580,4.79,0,208115,33392,317008551,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,81.5,16300,8.15,0,208115,324026243,,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,48.1,9620,4.81,0,208115,33434,317008572,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,45.05,9010,4.505,0,208115,33435,317008565,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,47.4,9480,4.74,0,208115,33436,317008566,,
Cincinatti,2018-05-28,14,[ 11 ]  OLD CORRUGATED CONTAINERS,56.53,11306,5.653,0,208115,33378,317008545,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1693.53,36420,18.21,48,208115,32980,CN05180256,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1594.95,34300,17.15,48,208115,32981,CN05180232,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1744.68,37520,18.76,48,208115,33038,CN05180227,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1823.73,39220,19.61,48,208115,33039,CN05180242,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1660.05,35700,17.85,48,208115,33044,6278466,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1631.22,35080,17.54,48,208115,33071,6273146,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1706.55,36700,18.35,48,208115,33081,6218487,,
Cincinatti,2018-05-17,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1737.24,37360,18.68,48,208115,33082,6273144,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1788.39,38460,19.23,48,208115,33042,6218469,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1738.17,37380,18.69,48,208115,33043,6273148,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1687.02,36280,18.14,48,208115,33048,CN05180243,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1640.52,35280,17.64,48,208115,33049,CN05180233,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1699.11,36540,18.27,48,208115,33050,CN05180238,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1725.15,37100,18.55,48,208115,33072,6273147,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1609.83,34620,17.31,48,208115,33122,CN05180228,,
Cincinatti,2018-05-18,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1678.65,36100,18.05,48,208115,33159,6273149,,
Cincinatti,2018-05-19,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1788.39,38460,19.23,48,208115,33073,6273153,,
Cincinatti,2018-05-19,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1811.64,38960,19.48,48,208115,33083,6273152,,
Cincinatti,2018-05-19,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1736.31,37340,18.67,48,208115,33150,180519987,,
Cincinatti,2018-05-19,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1748.4,37600,18.8,48,208115,33158,6273154,,
Cincinatti,2018-05-19,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1841.4,39600,19.8,20,208115,33264,180519001,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1700.97,36580,18.29,48,208115,33056,6273161,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1874.88,40320,20.16,48,208115,33142,CN05180336,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1778.16,38240,19.12,48,208115,33143,CN05180351,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1754.91,37740,18.87,48,208115,33157,6273155,,
Cincinatti,2018-05-21,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1671.21,35940,17.97,48,208115,33452,6218481,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1844.19,39660,19.83,48,208115,33151,6273165,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1802.34,38760,19.38,48,208115,33154,6273164,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1772.58,38120,19.06,48,208115,33155,6273167,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1603.32,34480,17.24,48,208115,33156,6273166,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1871.16,40240,20.12,48,208115,33262,CN05180337,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1692.6,36400,18.2,48,208115,33296,CN05180258,,
Cincinatti,2018-05-22,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1763.28,37920,18.96,48,208115,33451,6218478,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1814.43,39020,19.51,48,208115,33291,6273177,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1811.64,38960,19.48,48,208115,33292,6273176,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1693.53,36420,18.21,48,208115,33294,6273178,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1701.9,36600,18.3,48,208115,33450,6218482,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1823.73,39220,19.61,48,208115,33470,CN05180328,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1722.36,37040,18.52,48,208115,33471,CN05180338,,
Cincinatti,2018-05-23,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1753.98,37720,18.86,48,208115,33504,6273145,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1787.46,38440,19.22,48,208115,33309,6273130,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1701.9,36600,18.3,48,208115,33315,6273181,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1775.37,38180,19.09,48,208115,33318,6273180,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1581.93,34020,17.01,48,208115,33449,6218488,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1800.48,38720,19.36,48,208115,33472,CN05180329,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1825.59,39260,19.63,48,208115,33487,CN05180339,,
Cincinatti,2018-05-24,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1656.33,35620,17.81,48,208115,33506,6273179,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1752.12,37680,18.84,48,208115,33316,6273194,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1760.49,37860,18.93,48,208115,33317,6273195,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1683.3,36200,18.1,48,208115,33448,6273150,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1783.74,38360,19.18,48,208115,33453,6273159,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1604.25,34500,17.25,48,208115,33488,CN05180330,,
Cincinatti,2018-05-25,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1712.13,36820,18.41,48,208115,33505,6273192,,
Cincinatti,2018-05-26,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1856.28,39920,19.96,48,208115,33311,6273170,,
Cincinatti,2018-05-26,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1808.85,38900,19.45,48,208115,33446,6273173,,
Cincinatti,2018-05-26,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1670.28,35920,17.96,48,208115,33447,6273172,,
Cincinatti,2018-05-28,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1684.23,36220,18.11,48,208115,33305,109040000157915,,
Cincinatti,2018-05-28,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1798.62,38680,19.34,48,208115,33306,6273190,,
Cincinatti,2018-05-28,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1820.01,39140,19.57,48,208115,33310,6273188,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1827.45,39300,19.65,48,208115,33402,6273197,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1825.59,39260,19.63,48,208115,33403,6273196,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1750.26,37640,18.82,48,208115,33429,CN05180389,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1677.72,36080,18.04,48,208115,33494,CN05180416,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1909.29,41060,20.53,48,208115,33495,CN05180415,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1753.98,37720,18.86,48,208115,33514,6273191,,
Cincinatti,2018-05-29,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1683.3,36200,18.1,48,208115,33515,6273193,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1860.0,40000,20.0,48,208115,33438,9273187,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1653.54,35560,17.78,48,208115,33439,6273163,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1731.66,37240,18.62,48,208115,33444,6273201,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1834.89,39460,19.73,48,208115,33445,6273200,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1803.27,38780,19.39,48,208115,33496,CN05180437,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1722.36,37040,18.52,48,208115,33497,CN05180436,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1686.09,36260,18.13,48,208115,33498,CN05180435,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1866.51,40140,20.07,48,208115,33509,6273199,,
Cincinatti,2018-05-30,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1769.79,38060,19.03,48,208115,33513,6273198,,
Cincinatti,2018-06-11,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1631.52,37080,18.54,48,209855,33717,6295056,,
Cincinatti,2018-06-11,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1609.52,36580,18.29,48,209855,33718,6295055,,
Cincinatti,2018-06-12,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1664.96,37840,18.92,48,209855,33849,6295066,,
Cincinatti,2018-06-12,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1643.84,37360,18.68,48,209855,33850,6295065,,
Cincinatti,2018-06-12,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1600.72,36380,18.19,48,209855,33981,6295063,,
Cincinatti,2018-06-08,14,[ 923 ]  PICKUP CHARGE,-250.0,0,0.0,0,209855,324026398,,,
Cincinatti,2018-06-09,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1610.4,36600,18.3,48,209855,33727,6295048,,
Cincinatti,2018-06-09,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1688.72,38380,19.19,48,209855,33728,6295047,,
Cincinatti,2018-06-09,14,[ 11 ]  OLD CORRUGATED CONTAINERS,1537.36,34940,17.47,48,209855,33800,109040000158919,,
