PassengerId,Survived,Adult_No,Adult_Yes,Age,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_Z,Embarked_C,Embarked_Q,Embarked_S,FamilySize,Fare,IsMale,IsMother,Pclass_1,Pclass_2,Pclass_3,Title_lady,Title_master,Title_miss,Title_mr,Title_mrs,Title_officer,Title_sir
426,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
427,1,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,0,0,0,1,0,0,0,0,0,1,0,0
428,1,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,26.0,0,0,0,1,0,0,0,1,0,0,0,0
429,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
430,1,0,1,32.0,0,0,0,0,1,0,0,0,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
431,1,0,1,28.0,0,0,1,0,0,0,0,0,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
432,1,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,2,16.1,0,0,0,0,1,0,0,0,0,1,0,0
433,1,0,1,42.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,0,0,0,1,0,0,0,0,0,1,0,0
434,0,1,0,17.0,0,0,0,0,0,0,0,1,0,0,1,1,7.125,1,0,0,0,1,0,0,0,1,0,0,0
435,0,0,1,50.0,0,0,0,0,1,0,0,0,0,0,1,2,55.9,1,0,1,0,0,0,0,0,1,0,0,0
436,1,1,0,14.0,0,1,0,0,0,0,0,0,0,0,1,4,120.0,0,0,1,0,0,0,0,1,0,0,0,0
437,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,5,34.375,0,0,0,0,1,0,0,1,0,0,0,0
438,1,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,6,18.75,0,1,0,1,0,0,0,0,0,1,0,0
439,0,0,1,64.0,0,0,1,0,0,0,0,0,0,0,1,6,263.0,1,0,1,0,0,0,0,0,1,0,0,0
440,0,0,1,31.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
441,1,0,1,45.0,0,0,0,0,0,0,0,1,0,0,1,3,26.25,0,1,0,1,0,0,0,0,0,1,0,0
442,0,0,1,20.0,0,0,0,0,0,0,0,1,0,0,1,1,9.5,1,0,0,0,1,0,0,0,1,0,0,0
443,0,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,2,7.775,1,0,0,0,1,0,0,0,1,0,0,0
444,1,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,0,0,0,1,0,0,0,0,0,1,0,0
445,1,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.1125,1,0,0,0,1,0,0,0,1,0,0,0
446,1,1,0,4.0,1,0,0,0,0,0,0,0,0,0,1,3,81.8583,1,0,1,0,0,0,1,0,0,0,0,0
447,1,1,0,13.0,0,0,0,0,0,0,0,1,0,0,1,2,19.5,0,0,0,1,0,0,0,1,0,0,0,0
448,1,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
449,1,1,0,5.0,0,0,0,0,0,0,0,1,1,0,0,4,19.2583,0,0,0,0,1,0,0,1,0,0,0,0
450,1,0,1,52.0,0,0,1,0,0,0,0,0,0,0,1,1,30.5,1,0,1,0,0,0,0,0,0,0,1,0
451,0,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,4,27.75,1,0,0,1,0,0,0,0,1,0,0,0
452,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,2,19.9667,1,0,0,0,1,0,0,0,1,0,0,0
453,0,0,1,30.0,0,0,1,0,0,0,0,0,1,0,0,1,27.75,1,0,1,0,0,0,0,0,1,0,0,0
454,1,0,1,49.0,0,0,1,0,0,0,0,0,1,0,0,2,89.1042,1,0,1,0,0,0,0,0,1,0,0,0
455,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
456,1,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
457,0,0,1,65.0,0,0,0,0,1,0,0,0,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
458,1,0,1,35.0,0,0,0,1,0,0,0,0,0,0,1,2,51.8625,0,0,1,0,0,0,0,0,0,1,0,0
459,1,0,1,50.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,0,0,0,1,0,0,0,1,0,0,0,0
460,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
461,1,0,1,48.0,0,0,0,0,1,0,0,0,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
462,0,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
463,0,0,1,47.0,0,0,0,0,1,0,0,0,0,0,1,1,38.5,1,0,1,0,0,0,0,0,1,0,0,0
464,0,0,1,48.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
465,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
466,0,0,1,38.0,0,0,0,0,0,0,0,1,0,0,1,1,7.05,1,0,0,0,1,0,0,0,1,0,0,0
467,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,1,0,0,0,0,1,0,0,0
468,0,0,1,56.0,0,0,0,0,0,0,0,1,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
469,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.725,1,0,0,0,1,0,0,0,1,0,0,0
470,1,1,0,0.75,0,0,0,0,0,0,0,1,1,0,0,4,19.2583,0,0,0,0,1,0,0,1,0,0,0,0
471,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
472,0,0,1,38.0,0,0,0,0,0,0,0,1,0,0,1,1,8.6625,1,0,0,0,1,0,0,0,1,0,0,0
473,1,0,1,33.0,0,0,0,0,0,0,0,1,0,0,1,4,27.75,0,1,0,1,0,0,0,0,0,1,0,0
474,1,0,1,23.0,0,0,0,1,0,0,0,0,1,0,0,1,13.7917,0,0,0,1,0,0,0,0,0,1,0,0
475,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,9.8375,0,0,0,0,1,0,0,1,0,0,0,0
476,0,0,1,29.0,1,0,0,0,0,0,0,0,0,0,1,1,52.0,1,0,1,0,0,0,0,0,1,0,0,0
477,0,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,2,21.0,1,0,0,1,0,0,0,0,1,0,0,0
478,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,2,7.0458,1,0,0,0,1,0,0,0,1,0,0,0
479,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.5208,1,0,0,0,1,0,0,0,1,0,0,0
480,1,1,0,2.0,0,0,0,0,0,0,0,1,0,0,1,2,12.2875,0,0,0,0,1,0,0,1,0,0,0,0
481,0,1,0,9.0,0,0,0,0,0,0,0,1,0,0,1,8,46.9,1,0,0,0,1,0,1,0,0,0,0,0
482,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,1,0,0,0,0,1,0,0,0
483,0,0,1,50.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
484,1,0,1,63.0,0,0,0,0,0,0,0,1,0,0,1,1,9.5875,0,0,0,0,1,0,0,0,0,1,0,0
485,1,0,1,25.0,0,1,0,0,0,0,0,0,1,0,0,2,91.0792,1,0,1,0,0,0,0,0,1,0,0,0
486,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,5,25.4667,0,0,0,0,1,0,0,1,0,0,0,0
487,1,0,1,35.0,0,0,1,0,0,0,0,0,0,0,1,2,90.0,0,0,1,0,0,0,0,0,0,1,0,0
488,0,0,1,58.0,0,1,0,0,0,0,0,0,1,0,0,1,29.7,1,0,1,0,0,0,0,0,1,0,0,0
489,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
490,1,1,0,9.0,0,0,0,0,0,0,0,1,0,0,1,3,15.9,1,0,0,0,1,0,1,0,0,0,0,0
491,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,2,19.9667,1,0,0,0,1,0,0,0,1,0,0,0
492,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
493,0,0,1,55.0,0,0,1,0,0,0,0,0,0,0,1,1,30.5,1,0,1,0,0,0,0,0,1,0,0,0
494,0,0,1,71.0,0,0,0,0,0,0,0,1,1,0,0,1,49.5042,1,0,1,0,0,0,0,0,1,0,0,0
495,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
496,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,14.4583,1,0,0,0,1,0,0,0,1,0,0,0
497,1,0,1,54.0,0,0,0,1,0,0,0,0,1,0,0,2,78.2667,0,0,1,0,0,0,0,1,0,0,0,0
498,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,15.1,1,0,0,0,1,0,0,0,1,0,0,0
499,0,0,1,25.0,0,0,1,0,0,0,0,0,0,0,1,4,151.55,0,1,1,0,0,0,0,0,0,1,0,0
500,0,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,1,7.7958,1,0,0,0,1,0,0,0,1,0,0,0
501,0,1,0,17.0,0,0,0,0,0,0,0,1,0,0,1,1,8.6625,1,0,0,0,1,0,0,0,1,0,0,0
502,0,0,1,21.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
503,0,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.6292,0,0,0,0,1,0,0,1,0,0,0,0
504,0,0,1,37.0,0,0,0,0,0,0,0,1,0,0,1,1,9.5875,0,0,0,0,1,0,0,1,0,0,0,0
505,1,1,0,16.0,0,1,0,0,0,0,0,0,0,0,1,1,86.5,0,0,1,0,0,0,0,1,0,0,0,0
506,0,0,1,18.0,0,0,1,0,0,0,0,0,1,0,0,2,108.9,1,0,1,0,0,0,0,0,1,0,0,0
507,1,0,1,33.0,0,0,0,0,0,0,0,1,0,0,1,3,26.0,0,1,0,1,0,0,0,0,0,1,0,0
508,1,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
509,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,22.525,1,0,0,0,1,0,0,0,1,0,0,0
510,1,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,1,56.4958,1,0,0,0,1,0,0,0,1,0,0,0
511,1,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
512,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
513,1,0,1,36.0,0,0,0,0,1,0,0,0,0,0,1,1,26.2875,1,0,1,0,0,0,0,0,1,0,0,0
514,1,0,1,54.0,0,0,0,0,0,0,0,1,1,0,0,2,59.4,0,0,1,0,0,0,0,0,0,1,0,0
515,0,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,1,7.4958,1,0,0,0,1,0,0,0,1,0,0,0
516,0,0,1,47.0,0,0,0,1,0,0,0,0,0,0,1,1,34.0208,1,0,1,0,0,0,0,0,1,0,0,0
517,1,0,1,34.0,0,0,0,0,0,1,0,0,0,0,1,1,10.5,0,0,0,1,0,0,0,0,0,1,0,0
518,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,24.15,1,0,0,0,1,0,0,0,1,0,0,0
519,1,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,0,0,0,1,0,0,0,0,0,1,0,0
520,0,0,1,32.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
521,1,0,1,30.0,0,1,0,0,0,0,0,0,0,0,1,1,93.5,0,0,1,0,0,0,0,1,0,0,0,0
522,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
523,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.225,1,0,0,0,1,0,0,0,1,0,0,0
524,1,0,1,44.0,0,1,0,0,0,0,0,0,1,0,0,2,57.9792,0,1,1,0,0,0,0,0,0,1,0,0
525,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.2292,1,0,0,0,1,0,0,0,1,0,0,0
526,0,0,1,40.5,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
527,1,0,1,50.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,0,0,0,1,0,0,0,1,0,0,0,0
528,0,0,1,29.0,0,0,1,0,0,0,0,0,0,0,1,1,221.7792,1,0,1,0,0,0,0,0,1,0,0,0
529,0,0,1,39.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,1,0,0,0,1,0,0,0,1,0,0,0
530,0,0,1,23.0,0,0,0,0,0,0,0,1,0,0,1,4,11.5,1,0,0,1,0,0,0,0,1,0,0,0
531,1,1,0,2.0,0,0,0,0,0,0,0,1,0,0,1,3,26.0,0,0,0,1,0,0,0,1,0,0,0,0
532,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.2292,1,0,0,0,1,0,0,0,1,0,0,0
533,0,1,0,17.0,0,0,0,0,0,0,0,1,1,0,0,3,7.2292,1,0,0,0,1,0,0,0,1,0,0,0
534,1,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,3,22.3583,0,1,0,0,1,0,0,0,0,1,0,0
535,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,8.6625,0,0,0,0,1,0,0,1,0,0,0,0
536,1,1,0,7.0,0,0,0,0,0,0,0,1,0,0,1,3,26.25,0,0,0,1,0,0,0,1,0,0,0,0
537,0,0,1,45.0,0,1,0,0,0,0,0,0,0,0,1,1,26.55,1,0,1,0,0,0,0,0,0,0,1,0
538,1,0,1,30.0,0,0,0,0,0,0,0,1,1,0,0,1,106.425,0,0,1,0,0,0,0,1,0,0,0,0
539,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,14.5,1,0,0,0,1,0,0,0,1,0,0,0
540,1,0,1,22.0,0,1,0,0,0,0,0,0,1,0,0,3,49.5,0,0,1,0,0,0,0,1,0,0,0,0
541,1,0,1,36.0,0,1,0,0,0,0,0,0,0,0,1,3,71.0,0,0,1,0,0,0,0,1,0,0,0,0
542,0,1,0,9.0,0,0,0,0,0,0,0,1,0,0,1,7,31.275,0,0,0,0,1,0,0,1,0,0,0,0
543,0,1,0,11.0,0,0,0,0,0,0,0,1,0,0,1,7,31.275,0,0,0,0,1,0,0,1,0,0,0,0
544,1,0,1,32.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,1,0,0,1,0,0,0,0,1,0,0,0
545,0,0,1,50.0,0,0,1,0,0,0,0,0,1,0,0,2,106.425,1,0,1,0,0,0,0,0,1,0,0,0
546,0,0,1,64.0,0,0,0,0,0,0,0,1,0,0,1,1,26.0,1,0,1,0,0,0,0,0,1,0,0,0
547,1,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,0,0,0,1,0,0,0,0,0,1,0,0
548,1,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,13.8625,1,0,0,1,0,0,0,0,1,0,0,0
549,0,0,1,33.0,0,0,0,0,0,0,0,1,0,0,1,3,20.525,1,0,0,0,1,0,0,0,1,0,0,0
550,1,1,0,8.0,0,0,0,0,0,0,0,1,0,0,1,3,36.75,1,0,0,1,0,0,1,0,0,0,0,0
551,1,1,0,17.0,0,0,1,0,0,0,0,0,1,0,0,3,110.8833,1,0,1,0,0,0,0,0,1,0,0,0
552,0,0,1,27.0,0,0,0,0,0,0,0,1,0,0,1,1,26.0,1,0,0,1,0,0,0,0,1,0,0,0
553,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.8292,1,0,0,0,1,0,0,0,1,0,0,0
554,1,0,1,22.0,0,0,0,0,0,0,0,1,1,0,0,1,7.225,1,0,0,0,1,0,0,0,1,0,0,0
555,1,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.775,0,0,0,0,1,0,0,1,0,0,0,0
556,0,0,1,62.0,0,0,0,0,0,0,0,1,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
557,1,0,1,48.0,1,0,0,0,0,0,0,0,1,0,0,2,39.6,0,0,1,0,0,1,0,0,0,0,0,0
558,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,227.525,1,0,1,0,0,0,0,0,1,0,0,0
559,1,0,1,39.0,0,0,0,0,1,0,0,0,0,0,1,3,79.65,0,1,1,0,0,0,0,0,0,1,0,0
560,1,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,2,17.4,0,0,0,0,1,0,0,0,0,1,0,0
561,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
562,0,0,1,40.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
563,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,13.5,1,0,0,1,0,0,0,0,1,0,0,0
564,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
565,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,0,0,0,0,1,0,0,1,0,0,0,0
566,0,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,3,24.15,1,0,0,0,1,0,0,0,1,0,0,0
567,0,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
568,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,5,21.075,0,1,0,0,1,0,0,0,0,1,0,0
569,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.2292,1,0,0,0,1,0,0,0,1,0,0,0
570,1,0,1,32.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8542,1,0,0,0,1,0,0,0,1,0,0,0
571,1,0,1,62.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
572,1,0,1,53.0,0,0,1,0,0,0,0,0,0,0,1,3,51.4792,0,0,1,0,0,0,0,0,0,1,0,0
573,1,0,1,36.0,0,0,0,0,1,0,0,0,0,0,1,1,26.3875,1,0,1,0,0,0,0,0,1,0,0,0
574,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
575,0,1,0,16.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
576,0,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,14.5,1,0,0,0,1,0,0,0,1,0,0,0
577,1,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,0,0,0,1,0,0,0,1,0,0,0,0
578,1,0,1,39.0,0,0,0,0,1,0,0,0,0,0,1,2,55.9,0,0,1,0,0,0,0,0,0,1,0,0
579,0,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,2,14.4583,0,0,0,0,1,0,0,0,0,1,0,0
580,1,0,1,32.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,1,0,0,0,1,0,0,0,1,0,0,0
581,1,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,3,30.0,0,0,0,1,0,0,0,1,0,0,0,0
582,1,0,1,39.0,0,0,1,0,0,0,0,0,1,0,0,3,110.8833,0,1,1,0,0,0,0,0,0,1,0,0
583,0,0,1,54.0,0,0,0,0,0,0,0,1,0,0,1,1,26.0,1,0,0,1,0,0,0,0,1,0,0,0
584,0,0,1,36.0,1,0,0,0,0,0,0,0,1,0,0,1,40.125,1,0,1,0,0,0,0,0,1,0,0,0
585,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,8.7125,1,0,0,0,1,0,0,0,1,0,0,0
586,1,0,1,18.0,0,0,0,0,1,0,0,0,0,0,1,3,79.65,0,0,1,0,0,0,0,1,0,0,0,0
587,0,0,1,47.0,0,0,0,0,0,0,0,1,0,0,1,1,15.0,1,0,0,1,0,0,0,0,1,0,0,0
588,1,0,1,60.0,0,1,0,0,0,0,0,0,1,0,0,3,79.2,1,0,1,0,0,0,0,0,1,0,0,0
589,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
590,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
591,0,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,1,7.125,1,0,0,0,1,0,0,0,1,0,0,0
592,1,0,1,52.0,0,0,0,1,0,0,0,0,1,0,0,2,78.2667,0,0,1,0,0,0,0,0,0,1,0,0
593,0,0,1,47.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
594,0,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,3,7.75,0,0,0,0,1,0,0,1,0,0,0,0
595,0,0,1,37.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,1,0,0,1,0,0,0,0,1,0,0,0
596,0,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,3,24.15,1,0,0,0,1,0,0,0,1,0,0,0
597,1,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,33.0,0,0,0,1,0,0,0,1,0,0,0,0
598,0,0,1,49.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0
599,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.225,1,0,0,0,1,0,0,0,1,0,0,0
600,1,0,1,49.0,1,0,0,0,0,0,0,0,1,0,0,2,56.9292,1,0,1,0,0,0,0,0,0,0,0,1
601,1,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,4,27.0,0,1,0,1,0,0,0,0,0,1,0,0
602,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
603,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,42.4,1,0,1,0,0,0,0,0,1,0,0,0
604,0,0,1,44.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
605,1,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
606,0,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,2,15.55,1,0,0,0,1,0,0,0,1,0,0,0
607,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
608,1,0,1,27.0,0,0,0,0,0,0,0,1,0,0,1,1,30.5,1,0,1,0,0,0,0,0,1,0,0,0
609,1,0,1,22.0,0,0,0,0,0,0,0,1,1,0,0,4,41.5792,0,1,0,1,0,0,0,0,0,1,0,0
610,1,0,1,40.0,0,0,1,0,0,0,0,0,0,0,1,1,153.4625,0,0,1,0,0,0,0,1,0,0,0,0
611,0,0,1,39.0,0,0,0,0,0,0,0,1,0,0,1,7,31.275,0,1,0,0,1,0,0,0,0,1,0,0
612,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.05,1,0,0,0,1,0,0,0,1,0,0,0
613,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,2,15.5,0,0,0,0,1,0,0,1,0,0,0,0
614,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
615,0,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
616,1,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,4,65.0,0,0,0,1,0,0,0,1,0,0,0,0
617,0,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,3,14.4,1,0,0,0,1,0,0,0,1,0,0,0
618,0,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,2,16.1,0,0,0,0,1,0,0,0,0,1,0,0
619,1,1,0,4.0,0,0,0,0,0,1,0,0,0,0,1,4,39.0,0,0,0,1,0,0,0,1,0,0,0,0
620,0,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
621,0,0,1,27.0,0,0,0,0,0,0,0,1,1,0,0,2,14.4542,1,0,0,0,1,0,0,0,1,0,0,0
622,1,0,1,42.0,0,0,0,1,0,0,0,0,0,0,1,2,52.5542,1,0,1,0,0,0,0,0,1,0,0,0
623,1,0,1,20.0,0,0,0,0,0,0,0,1,1,0,0,3,15.7417,1,0,0,0,1,0,0,0,1,0,0,0
624,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8542,1,0,0,0,1,0,0,0,1,0,0,0
625,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,1,16.1,1,0,0,0,1,0,0,0,1,0,0,0
626,0,0,1,61.0,0,0,0,1,0,0,0,0,0,0,1,1,32.3208,1,0,1,0,0,0,0,0,1,0,0,0
627,0,0,1,57.0,0,0,0,0,0,0,0,1,0,1,0,1,12.35,1,0,0,1,0,0,0,0,0,0,0,1
628,1,0,1,21.0,0,0,0,1,0,0,0,0,0,0,1,1,77.9583,0,0,1,0,0,0,0,1,0,0,0,0
629,0,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
630,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.7333,1,0,0,0,1,0,0,0,1,0,0,0
631,1,0,1,80.0,1,0,0,0,0,0,0,0,0,0,1,1,30.0,1,0,1,0,0,0,0,0,1,0,0,0
632,0,0,1,51.0,0,0,0,0,0,0,0,1,0,0,1,1,7.0542,1,0,0,0,1,0,0,0,1,0,0,0
633,1,0,1,32.0,0,1,0,0,0,0,0,0,1,0,0,1,30.5,1,0,1,0,0,0,0,0,0,0,1,0
634,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,1,0,0,0,0,0,1,0,0,0
635,0,1,0,9.0,0,0,0,0,0,0,0,1,0,0,1,6,27.9,0,0,0,0,1,0,0,1,0,0,0,0
636,1,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,0,0,0,1,0,0,0,1,0,0,0,0
637,0,0,1,32.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,1,0,0,0,1,0,0,0,1,0,0,0
638,0,0,1,31.0,0,0,0,0,0,0,0,1,0,0,1,3,26.25,1,0,0,1,0,0,0,0,1,0,0,0
639,0,0,1,41.0,0,0,0,0,0,0,0,1,0,0,1,6,39.6875,0,1,0,0,1,0,0,0,0,1,0,0
